no,ulasan,entity,GT,split
960,"
Indah",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
961,"
Gereja Katedral Malang Rindu ikut misa Disini terkahir 3 tahun yg lalu",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
963,"
salah satu gereja tua di kota malang
strategis di jalur legendaris raya ijen",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
964,"
Tempat beribadah bagi umat Katholik dikota malang",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
965,"
Gerejanya sangat indah dn megah",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
966,"
Tempat ibadah umat Katolik peninggalan jaman Belanda",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
967,"
Tempat beribadah yang sangat nyaman, tempat parkirnya luas, tidak bising, bisa berdoa dengan kusuk",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
969,"
Sarana ibadah umat Katolik bernuansa kolonial.",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
970,"
Tempat ber arsitektur belanda-jerman (gaya eropa) ini sangat nyaman untuk kegiatan rohani",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
971,"
Gerejanya megah, bersih... suasananya tenang, nyaman...",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
972,"
Gereja yang cukup besar dan luas serta nyaman untuk beribadah. Suasananya membuat beribadah menjadi lebih khusyuk.",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
973,"
Menyenangkan,",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
974,"
Gereja Ijen merupakan sebuah cagar budaya bernilai historis sejak 1934. Gereja ini dirancang oleh arsitek Rijksen en Estourgie. Tidak hanya bentuknya yang memiliki gaya Eropa, bahan material yang digunakan juga didatangkan langsung dari Eropa.",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
975,"
Gereja Dengan arsitektur paling keren di Malang. Masih ada bau2 klasik jaman Belanda. Dan lokasinya strategis di jalan besar Ijen.",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
976,"
Salah satu bangunan bersejarah di kota malang.. Aku suka ngetem di depannya menunggu penumpang angkotan jurusan landunhsari yang baru pulang kebaktian",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
977,"
Klau mau dftr online gimna ya?",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
978,"
Gereja Katholik terbaik di Kota Malang",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
980,"
Bersih",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
981,"
Mantap",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
983,"
Hening tenang damai",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
984,"
Gereja yg membuat khusyuk dalam berdoa...",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
985,"
Gerejanya megah selalu takjub ketika masuk sini...",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
987,"
Tempat teduh",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
988,"
Good

Lokasi strategis",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
989,"
Tempat iconic di jalan Idjen Boulevard",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
990,"
Misa trtap diadakan dengan tetap memperhatikan dan sesuai standar protokol kesehatan : presensi, memakai masker, jaga jarak dan cuci tangan serta memakai hand sanitizer untuk seluruh Pemimpin Misa, petugas liturgi dan umat yang hadir.",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
991,"
Susana tenang dan nyaman dengan bangunan jaman belanda yang berada di jalan ijen Malang",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
992,"
Dalam pandemi covid tentu bukan salah satu hal yang menghambat kita untuk ibadah. Ketat kok gereja ini mengutamakan protokol kesehatan tentunya. Keamanan ketat dan disediain banyak tempat untuk cuci tangan dll.",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
993,"
Nyaman buat ibadah, pelayanan kantor paroki baik dan ramah",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
994,"
Gerejanya sangat bagus, tapi untuk bagian dalamnya tidak terlalu besar",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
995,"
Hari ini gereja buka gak yah??
Tlong infonya bagi yg tau ðŸ™",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
996,"
Tempatnya pas untuk berdoa dan desain perumahan atau vila pada jaman Belanda",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
998,"
Di era new normal, gereja buka seperti biasa dengan mengikuti standard pencegahan penularan Covid 19. Pintu masuk lewat samping, dimana sebelum memasuki gereja, ada tahapan masuk sesuai standard dari gugus tugas. Selesai Misa keluar lewat pintu depan, karena petugas sudah bersiap di pintu samping untuk penyemprotan disintektan persiapan misa berikutnya.",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1000,"
Selamat Melayani. Tuhan Yesus memberkati.",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1001,"
tempat istimewa",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1002,"
Gereja tempat di mana saya melakukan pelayanan dalam bidang musik liturgi",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
1003,"
Kadang khusyuk, kadang ngantuk",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
1004,"
sangat indah. kerenn",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1005,"
Sewaktu kuliah dan ngekos, pasti misa disini. Banyak mahasiswanya. Siapa tahu ketemu jodoh kan?
Wkwkwk",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
1008,"
Gereja yang sudah berdiri lama dan menjadi pusat gereja Katolik di Malang. Dalam gereja sangat otentik.",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
1009,"
Gereja yang menjadi Icon kota Malang. Katedral keuskupan Malang. Megah dan asri, sejuk dan damai .",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1010,"
Gereja yang penuh kenangan.......the best Church in town",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1011,"
Katedral malang",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
1012,"
Bagus , bangunan bersejarah",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1014,"
Adem",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1015,"
KATEDRAL MALANG. Berdiri di jalur utama di tengah kota Malang. Senang karena tenang. Peredam suara diatur dengan baik dan rapih. Aura mistik sungguh terasa, apalagi ditunjang dengan sistim pencahayaan alaminya.... Sungguh gereja ini merupakan tempat doa yang kondusif.",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1016,"
Bersih tenang dan nyaman...",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1017,"
Gereja Katolik jl Ijen",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
1018,"
Beribadah dengan Tuhan",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
1020,"
Gereja yang indah dan bersejarah menjadi ikon perkembangan Gereja Katolik di Malang. Pusat religi sekaligus tujuan wisata di jalan Ijen...apalagi di sebelah gereja terletak Gedung Pusat Pastoral Widya Bakti yg megah. Spot yang sangat bagus untuk foto di depan Gereja",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1021,"
Pusat keagamaan orang Katolik terutama di kota Malang. Lokasinya strategis berada di daerah elite. Tempatnya sakral membuat orang dapat khusuk berdoa di dalam gereja. Di samping gereja terdapat kantor keuskupan.",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1022,"
Cocok untuk kaum kristen",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1024,"
Gereja Katedral Keuskupan Malang... Tempat tinggal uskup malang...",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
1027,"
Salah satu gereja katolik bersejarah di kota Malang. Mampu menampung banyak umat katolik ketika misa digelar. Parkir pun luas, bisa parkir di samping gereja ataupun di depan gereja.",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1028,"
Gbu",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
1030,"
Suka dengan desain dan misa nya",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1031,"
Tempat ibadah yang nyaman ðŸ˜‡â¤ï¸",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1032,"
Jaga kesatuan NKRI",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
1033,"
Desain gerejanya bagus. Masih sangat tampak pengaruh arsitektur Belanda di dalam dan luarnya. Penggunaan tiga pintu masuk mempermudah proses masuk ke dalam gereja. Akan tetapi, penempatan tempat pengambilan teks misa terasa cukup membingungkan bagi yang pertama kali datang ke gereja ini.",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1035,"
Gereja Katholik bangunan tualetaknya strategis, terletak di tengah dan alun-alun kota malang",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1036,"
Lokasi strategis, biasa diadakan car free day, nyaman",Gereja Cathedral Ijen,D,Gereja Cathedral Ijen_D
1037,"
Tidak ada rencana untuk gereja di sini, awalnya ingin beribadah di gereja dekat tempat tinggal tapi salah jam jadinya berakhir lah di Gereja ini. Kesan pertama yang saya dapatakan adalah ya konsep bangunanny tidak jauh beda dg gereja-gereja Katedral yg lain dan disini banyak anak mudanya. Gereja pertama yg ku masukki saat di Malang karena hany beberapa haru aja di Malang.",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
1038,"
Dilihat dari Widya bakti",Gereja Cathedral Ijen,N,Gereja Cathedral Ijen_N
1039,"
Rapi dan ramah",Masjid Sabilillah,D,Masjid Sabilillah_D
1040,"
Nyaman untuk sholat dan istirahat",Masjid Sabilillah,D,Masjid Sabilillah_D
1041,"
Tempat yang paling nyaman menjalankan IBADAH",Masjid Sabilillah,D,Masjid Sabilillah_D
1042,"
Berdih",Masjid Sabilillah,D,Masjid Sabilillah_D
1043,"
Masya Allah",Masjid Sabilillah,D,Masjid Sabilillah_D
1045,"
Tempat nyaman, bikin betah berlama-lama disitu",Masjid Sabilillah,D,Masjid Sabilillah_D
1046,"
Tempatnya bersih",Masjid Sabilillah,D,Masjid Sabilillah_D
1048,"
Sip",Masjid Sabilillah,D,Masjid Sabilillah_D
1049,"
Bagus dan bersih masjid nya...parkir jg luas",Masjid Sabilillah,D,Masjid Sabilillah_D
1050,"
Masjid legend kota malang",Masjid Sabilillah,N,Masjid Sabilillah_N
1052,"
Masjid agung malang kedua terbesar..sangat nyaman beribadah",Masjid Sabilillah,D,Masjid Sabilillah_D
1055,"
Masjid yang sangat luas dan bersih, taat prokes disaat pandemi.. lokasi sangat strategis di pinggir jalur provinsi",Masjid Sabilillah,D,Masjid Sabilillah_D
1056,"
Besar, luas, megah, tenang, dan damai di hati... Menyenangkan batin...",Masjid Sabilillah,D,Masjid Sabilillah_D
1057,"
Pertama kali saya masuk masjid sabilillah malang... seneng banget.",Masjid Sabilillah,D,Masjid Sabilillah_D
1059,"
Bagus parkiran luasss dan mobil ATM BSI JUGA . SATPAM RAMAH. Mas sarwan satpam BSI",Masjid Sabilillah,D,Masjid Sabilillah_D
1060,"
Tempatnya Cukup Luas termasuk tempat parkirnya juga. Fasilitas yg tersedia juga cukup baik.",Masjid Sabilillah,D,Masjid Sabilillah_D
1062,"
Bersih & nyaman",Masjid Sabilillah,D,Masjid Sabilillah_D
1064,"
kami jual krat buah yg minat wa 081556956299",Masjid Sabilillah,N,Masjid Sabilillah_N
1065,"
Strategis. Unik. Adem. Tenang. Komplit.",Masjid Sabilillah,D,Masjid Sabilillah_D
1066,"
Petugas parkir nya kurang ramah",Masjid Sabilillah,TD,Masjid Sabilillah_TD
1067,"
Alhamdulillah bisa berkunjung kembali ke sini",Masjid Sabilillah,N,Masjid Sabilillah_N
1069,"
Sejuk",Masjid Sabilillah,D,Masjid Sabilillah_D
1070,"
Masjid sm parkirannya luas, tempat wudhu dan kamar mandinya juga cukup banyak, serambinya juga lebar, jadi bisa digunakan untuk bersantai sejenak setelah sholat, oh iya, jika anda beruntung, anda dapat bertemu dengan penjual pulsa yg biasanya duduk di serambi masjid",Masjid Sabilillah,D,Masjid Sabilillah_D
1071,"
Bersih mesjidnya",Masjid Sabilillah,D,Masjid Sabilillah_D
1072,"
Masjid yang sangat nyaman di malang, parkirnya luas, kamar mandinya bersih, tempat wudhu ya banyak, mukenahnya jg banyak. Tempatnya nyaman dan sejuk. Banyak penjual jajanan d pelataran masjid dengan harga terjangkau dan rasanya enak dan jg Disediakan air putih Aqua galon untuk yang mau minum",Masjid Sabilillah,D,Masjid Sabilillah_D
1073,"
Masjid nya besar n nyaman buat beribadah",Masjid Sabilillah,D,Masjid Sabilillah_D
1074,"
nyaman",Masjid Sabilillah,D,Masjid Sabilillah_D
1075,"
Luas, bersih terawat, lahan parkir juga luas, interior nya bagus",Masjid Sabilillah,D,Masjid Sabilillah_D
1077,"
Masjidnya luas. Termasuk masjid percontohan nasional. Beberapa program kemasyarakatan dari masjid",Masjid Sabilillah,D,Masjid Sabilillah_D
1078,"
Salah satu Masjid Terbesar di Kota Malang.",Masjid Sabilillah,D,Masjid Sabilillah_D
1079,"
Masjid nya sangat bagus dan nyaman, biasanya dijadikan jujukan/mampir pada saat memasuki waktu adzan sholat fardhu",Masjid Sabilillah,D,Masjid Sabilillah_D
1080,"
Alhamdulillah bisa shalat di masjid besar ini",Masjid Sabilillah,D,Masjid Sabilillah_D
1081,"
Bersih, nyaman, rapi, parkiran luas..",Masjid Sabilillah,D,Masjid Sabilillah_D
1083,"
Tolong buat takmir masjid safnya d rapatkan karena kota malang sudah zona resiko rendah korona, biar pahala jamaah sholat lebh lengkap",Masjid Sabilillah,N,Masjid Sabilillah_N
1084,"
Tempat untuk beribadah yang sangat luas, dan jelas udah tahu masjid ini dari kecil, selaluu bersihh, tempat parkirnya luas, tempat wudhu nya juga bersih,",Masjid Sabilillah,D,Masjid Sabilillah_D
1085,"
Alhamdulillah masjidnya sejuk",Masjid Sabilillah,D,Masjid Sabilillah_D
1086,"
parkir luas",Masjid Sabilillah,D,Masjid Sabilillah_D
1088,"
Nyaman beribadah",Masjid Sabilillah,D,Masjid Sabilillah_D
1089,"
Masjid nyaman",Masjid Sabilillah,D,Masjid Sabilillah_D
1090,"
Ingat Sejarah",Masjid Sabilillah,N,Masjid Sabilillah_N
1093,"
Masjid toleransi di malang",Masjid Sabilillah,D,Masjid Sabilillah_D
1095,"
Adem, dan menenangkan",Masjid Sabilillah,D,Masjid Sabilillah_D
1096,"
Masjidnya bersih dan bagus",Masjid Sabilillah,D,Masjid Sabilillah_D
1097,"
Nyaman",Masjid Sabilillah,D,Masjid Sabilillah_D
1098,"
MenakjubkanðŸ˜ðŸ˜ðŸ˜",Masjid Sabilillah,D,Masjid Sabilillah_D
1100,"
Bagus",Masjid Sabilillah,D,Masjid Sabilillah_D
1101,"
Masjid ny masih perlu perbaikan...masih ad yg perlu d perbaiki...biar yg datang nyaman n asriðŸ‘ðŸ‘",Masjid Sabilillah,TD,Masjid Sabilillah_TD
1103,"
Subhanallah masjid sangat megah dan suasana sejuk",Masjid Sabilillah,D,Masjid Sabilillah_D
1106,"
Kamar sudah modern",Masjid Sabilillah,D,Masjid Sabilillah_D
1107,"
Bisa digunakan acra wedding di lt.ats",Masjid Sabilillah,N,Masjid Sabilillah_N
1108,"
Alhamdulillah.. tempatnya nyaman untuk ibadah dengan khusyuk... Amin yra ðŸ¤²ðŸ¤²ðŸ¤²",Masjid Sabilillah,D,Masjid Sabilillah_D
1109,"
Tempatnya luas. Banyak jamaahnya, tp tetep rapih. Mantap",Masjid Sabilillah,D,Masjid Sabilillah_D
1110,"
Masjidnya luas, tempat parkir juga luas tempat nyaman untuk shalat",Masjid Sabilillah,D,Masjid Sabilillah_D
1111,"
Tempatnya bersih,nyaman",Masjid Sabilillah,D,Masjid Sabilillah_D
1112,"
Masjid besar dengan fasilitas parkir yang luas.",Masjid Sabilillah,D,Masjid Sabilillah_D
1113,"
tempat ibadah yang penuh sejarah.. dihalaman masjid bamhak fasilitas.. muali atm tmot makan parkiran luar",Masjid Sabilillah,D,Masjid Sabilillah_D
1114,"
Tempat sholat yg nyaman & khusuk dg nuansa lampu yg baru & super besar..",Masjid Sabilillah,D,Masjid Sabilillah_D
1115,"
Masjid besar di lokasi strategis Kota Malang dengan Pengelolaan yang modern dan profesional",Masjid Sabilillah,D,Masjid Sabilillah_D
1116,"
Masji nya nyaman bersih luas",Masjid Sabilillah,D,Masjid Sabilillah_D
1118,"
Masjid ternyaman buat ibadah â¤",Masjid Sabilillah,D,Masjid Sabilillah_D
1119,"
Masjid nya ramai,artinya antusias warga sekitar terhadap sholat berjamaah sangat tinggi",Masjid Sabilillah,D,Masjid Sabilillah_D
1120,"
Masjid yang bagus dan besar.... Parkirannya luas...",Masjid Sabilillah,D,Masjid Sabilillah_D
1121,"
Salah satu Masjid Jamik di kota Malang ,kecamatan Blimbing
Lokasi Poros jalan dengan parkiran Luas ,tempat ibadah yang nyaman
Dilengkapi tempat whudu kamar mandi dan kamar kecil yang memadai untuk jumlah jamaah yang Besar
Sangat nyaman untuk Anda yang melintas dari arah Malang- Surabaya
Atau dari surabaya arah suhat dan Batu
Dilengkapi Tk- SMu Islam unggulan dan Akreditasi A
Rumah sakit dan Badan pengelolah Zakat yang profesional
DARI Subuh sampai Malam padat Jadwal :kajian Islam ,pelatihan Jamaah Umroh Haji dan Gebyar sholawat dan masih banyak lagi",Masjid Sabilillah,D,Masjid Sabilillah_D
1124,"
Luas dan ada tempat penitipan barang nya, cocok jd tmpt singgah buat ibadah dan beristirahat para traveler",Masjid Sabilillah,D,Masjid Sabilillah_D
1126,"
Masjid yang bersih, nyaman dan damai.",Masjid Sabilillah,D,Masjid Sabilillah_D
1127,"
Bersih & nyaman... barokallah",Masjid Sabilillah,D,Masjid Sabilillah_D
1128,"
Bagus dan nyaman",Masjid Sabilillah,D,Masjid Sabilillah_D
1129,"
Masjidnya bersih",Masjid Sabilillah,D,Masjid Sabilillah_D
1130,"
Salah 1 masjid lama di Malang, selalu bersih... Masya Allah",Masjid Sabilillah,D,Masjid Sabilillah_D
1131,"
Nyaman tempatnya",Masjid Sabilillah,D,Masjid Sabilillah_D
1132,"
Seperti ingin tinggal di sekitar sini, betah berlama lama di masjid
Tiap ke malang jelang subuh rehatku disini ðŸ‘ðŸ‘",Masjid Sabilillah,D,Masjid Sabilillah_D
1133,"
Nyaman buat beribadah dan beristirahat sejenak",Masjid Sabilillah,D,Masjid Sabilillah_D
1134,"
Lokasinya strategis dan suasananya kusyuk",Masjid Sabilillah,D,Masjid Sabilillah_D
1135,"
Tempat bersih dan suasana nyaman",Masjid Sabilillah,D,Masjid Sabilillah_D
1136,"
Bangunan masjid luas, bersih , dilengkapi bangunan dan lampu yg megah, parkir luas , tersedia mukena yg bersih dan harum, kamar mandi bersih dan terpisah antara putra dan putri , sangat cocok untuk para musafir yg ingin ibadah sekaligus melepas lelah.
Dan 1 lagi yg tidak kalah penting di sediakan kursi roda bagi saudara yg membutuhkan.",Masjid Sabilillah,D,Masjid Sabilillah_D
1138,"
Masjid sangat indah, besar dan bersih. Nyaman buat ibadah",Masjid Sabilillah,D,Masjid Sabilillah_D
1139,"
Tempat nya uwenak, parkir luas dan aman",Masjid Sabilillah,D,Masjid Sabilillah_D
1140,"
Suasana masjidnya nyaman, santai, dan bersih",Masjid Sabilillah,D,Masjid Sabilillah_D
1142,"
Nyaman",Masjid Sabilillah,D,Masjid Sabilillah_D
1143,"
Tempatnya bersih, luas, mukenahnya wangi, bersih.",Masjid Sabilillah,D,Masjid Sabilillah_D
1145,"
Bagus 2 lantai
Terdapat aula dilantai atas terpisah dari bangunan masjid dan disewakan untuk umum.
Terdpat kantin dilantai atas dekat aula .
Terdapatswalayan dan koperasi.",Masjid Sabilillah,D,Masjid Sabilillah_D
1146,"
Sejuk luas nyaman untuk ibadah",Masjid Sabilillah,D,Masjid Sabilillah_D
1147,"
Nyaman.. Semoga selalu menjadi berkah utk warga batu dan para pelancong..
10/10",Masjid Sabilillah,D,Masjid Sabilillah_D
1148,"
nyaman bersih.. masjid yang bersejarah",Masjid Sabilillah,D,Masjid Sabilillah_D
1149,"
Rumah Allah yang megah dan jamaah yang banyak. Fasilitas bagus dan tempat parkir yg luas dan aman. Alhamdulillah.",Masjid Sabilillah,D,Masjid Sabilillah_D
1150,"
lokasinya strategis",Masjid Sabilillah,D,Masjid Sabilillah_D
1151,"
Nyaman untuk beribadah, parkir nyaman, toilet bersih.",Masjid Sabilillah,D,Masjid Sabilillah_D
1152,"
Masjid yang megah n juga fasilitas bagusðŸ¤¤ðŸ¤©ðŸ˜‡ðŸŒŸ",Masjid Sabilillah,D,Masjid Sabilillah_D
1153,"
Masjid besar, tempat parkir luas, dekat dengan pasar blimbing",Masjid Sabilillah,D,Masjid Sabilillah_D
1154,"
Masjid yang sangat ramah para petugasnya",Masjid Sabilillah,D,Masjid Sabilillah_D
1155,"
Nyaman bgt, adem, airnya mengalir lancar",Masjid Sabilillah,D,Masjid Sabilillah_D
1156,"
Sejukkan hati â¤ðŸ’ž",Masjid Sabilillah,D,Masjid Sabilillah_D
1157,"
Sebuah masjid yg sangat bagus dan luas serta masjid yg sangat lama di kota malang dg parkir yg sangat luas tepat berada di pinggir jl.A.yani kota malang blimbing..yg selalu ramai para jama ah sholat",Masjid Sabilillah,D,Masjid Sabilillah_D
1159,"
Masjid luas, parkiran motor mobil luass",Masjid Sabilillah,D,Masjid Sabilillah_D
1161,"
Nyaman dan bersih",Masjid Sabilillah,D,Masjid Sabilillah_D
1162,"
Adem, nyaman",Masjid Sabilillah,D,Masjid Sabilillah_D
1163,"
Mukena wangi. Ada mukena untuk anak juga",Masjid Sabilillah,D,Masjid Sabilillah_D
1165,"
Tempat luas, jeda waktu adzab ke iqomah relatif panjang",Masjid Sabilillah,D,Masjid Sabilillah_D
1166,"
Bagus",Masjid Sabilillah,D,Masjid Sabilillah_D
1168,"
Nyaman",Masjid Sabilillah,D,Masjid Sabilillah_D
