no,ulasan,entity,GT
634,"
Bandaranya lumayan bagus, walaupun perlu peremajaan dan penambahan fasilitas umum, terutama di Terminal Kedatangan.",Bandara Abd. Saleh,D
635,"
Bandara kota Malang",Bandara Abd. Saleh,N
636,"
Mantap",Bandara Abd. Saleh,D
637,"
Coba perhatikan pintu kamar mandinya",Bandara Abd. Saleh,N
638,"
...ketat seperti seharusnya...mantaaab...",Bandara Abd. Saleh,D
639,"
Bandara Abd.Saleh sekarang sdh memenuhi utk jadi bandara rujukan krn sdh mempunyai kedatangan dan pemberangkatan secara terpisah dlm satu lokasi",Bandara Abd. Saleh,D
640,Daerah yang sangat bagus dan banyak tempat menarik untuk bandara kecil,Bandara Abd. Saleh,D
641,"
Ruang kedatangan kurang luas",Bandara Abd. Saleh,TD
642,"
Yg pasti petugas di bandara dan driver taxinya pada ramah2 smua... suhu udaranya nyeees adeeem..",Bandara Abd. Saleh,D
643,"
Klaim bagasi nya sempit",Bandara Abd. Saleh,TD
644,"
Edisi gowes cari sarapan pecel",Bandara Abd. Saleh,N
645,"
Salah satu bandara paling representatif jika memiliki tujuan ke Jakarta atau transit selanjutnya... Dengan adanya Pendemi ada hal yang membuat beberapa outlet tutup dan jadwal penerbangan hanya 1 maskapai yaitu Batik Air... Dan itupun 1 kali penerbangan di hari kerja, semoga Pendemi segera selesai sehingga bisa kembali sedia kala jadwal penerbangan ya ng sebelumnya.",Bandara Abd. Saleh,D
646,"
Bandara kecil",Bandara Abd. Saleh,TD
647,"
Buagus banget. Cobain deh.....maknyuss!!",Bandara Abd. Saleh,D
648,"
Bandaranya kecil",Bandara Abd. Saleh,N
649,"
Maaf , mohon infonya bapak/ibu kalau Ada loker jadi customer servis atau bagian pelayanan,saya lulusan tadika puri malangðŸ™ðŸ™ðŸ˜ŠðŸ˜Š",Bandara Abd. Saleh,N
650,"
sedikit kotor saat ini",Bandara Abd. Saleh,TD
651,"
Bandara Internasional di Wilayah Malang Raya",Bandara Abd. Saleh,N
652,"
Bagus, bersih, nyaman",Bandara Abd. Saleh,D
653,"
Bersih, nyaman, aman, petugas ramah2.
Losss gak rewel",Bandara Abd. Saleh,D
654,"
Sepi pada pandemik ini",Bandara Abd. Saleh,N
655,"
Tidak terbuka.
Serasa ada penguasa yg selalu mencurigai pengendara mobil masuk. Dikira ojol dan diintrogasi dgn kasar.
Taksi bandaranya mahal, terkesan maksa dan banyak yg kurang ramah.
Hanya satu-satunya angkutan umum (taksi) di sana.
Segera perbaiki agar Malang tetap ramah.",Bandara Abd. Saleh,TD
656,"
Bandara terdekat",Bandara Abd. Saleh,N
657,"
Masih tutup waktu kesini",Bandara Abd. Saleh,N
658,"
Sudah beberapa kali merasakan turun dan terbang dari bandara ini. Sebelum pandemi Covid-19 ini memang ramai terhitung dari jam 8 pagi sampai jam 3 sore. Namun, pada saat pandemi aktivitas penerbangan pun berkurang. Pelayanannya cuku baik namun sayangnya, prasarana seperti toilet disini saya rasa masih kurang.",Bandara Abd. Saleh,TD
659,"
Bandara yg bersih nyaman.. namun sejak pandemi bandara ini agak sepi karena penerbangan banyak berkurang.",Bandara Abd. Saleh,D
660,"
Bagus vasilitasnya",Bandara Abd. Saleh,D
661,"
Bandara kecil tapi praktis. Paling sering pakai rute malang jakarta. Berharap bandara ini semakin terhubung dengan moda lain, dan lebih banyak rutenya. ruang tunggu diluar kurang nyaman dan sempit.",Bandara Abd. Saleh,TD
662,"Bandara yang terletak di kota Malang, dan siapa yang tidak mengunjungi kota Malang dan Batu, ia merindukan kesenangan di salah satu pedesaan terindah di Indonesia (Batu), yang memadukan alam, cuaca dingin, dan keramahannya. orang, dan tidak terpengaruh oleh beberapa turis Arab yang negatif.",Bandara Abd. Saleh,N
663,"
Pelayanan cukup baik dan fasilitas lumayan lengkap, utk perawatan kamar mandi agar lebih diperhatikan",Bandara Abd. Saleh,D
664,"
Di masa pandemi, Bandaranya sepi.",Bandara Abd. Saleh,N
665,"
Pelayanan ramah Dan harga taksi rasionable",Bandara Abd. Saleh,D
666,"
Masih asri",Bandara Abd. Saleh,D
667,"
Prokes dijalankan dengan baik. Banyak restoran dan tempat minum kopi yang tutup.",Bandara Abd. Saleh,D
668,"
Bandaranya kecil tapi bersih dan pelayanannya juga baik.",Bandara Abd. Saleh,D
669,"
Bagi traveler pesawat agar sebelum masuk ke pintu masuk bandara supaya cek in dulu di luar / di depan gedung bandara pada sisi kiri atau kanan ( tergantung maskapai nya) nanti petugas akan cek surat bukti bebas covid serta setelah itu anda dapat surat antri masuk , baru anda boleh masuk ke dalam gedung nya....",Bandara Abd. Saleh,N
670,"
Karyawan maskapai, kesehatan, wrapping ... senua ramah dan sangat membantu. Sayangnya di bandara ini belum tersedia fasilitas untuk swab covid-19. Calon penumpang jg harus cekin online dulu menggunakan hp.",Bandara Abd. Saleh,D
671,"
Bagus... parkiran nyaman luas.",Bandara Abd. Saleh,D
672,"
oke banget...",Bandara Abd. Saleh,D
673,"
bersih.",Bandara Abd. Saleh,D
674,"
Sudah jauh berubah sejak pertama kali di buka untuk umum",Bandara Abd. Saleh,D
675,"
Petugas bagus , ramah , sopan & ruang tunggu nyaman , kuliner enak harga murah",Bandara Abd. Saleh,D
676,"
Lumayan",Bandara Abd. Saleh,D
677,"
Bandara dgn pemandangan cantik ðŸ¥°",Bandara Abd. Saleh,D
678,"
Mayan lah ya",Bandara Abd. Saleh,D
679,"
Untuk lahan parkir kurang terawat kebersihannya, selebihnya baik",Bandara Abd. Saleh,TD
680,"
Bandara ditengah kota malang yg tenang",Bandara Abd. Saleh,D
681,"
bandara nya tidak besar, tidak ramai, cepat untuk antrian nya dan cukup nyaman dgn fasilitas yg ada",Bandara Abd. Saleh,D
682,"
Mohon area bandara diperluas dan ditambah frekuensi terbang untuk waktu pagi dan malam hari.",Bandara Abd. Saleh,TD
683,"
Alhamdulillah mudah di akses",Bandara Abd. Saleh,D
684,"
Parkir tidak teratur. banyak mobil parkir sembarangan dibiarkan. tolong lebih ditertibkan lagi",Bandara Abd. Saleh,TD
685,"
Ramah",Bandara Abd. Saleh,D
686,"
Tempat parkir kotor banyak rumput liar sama daun2 plus sampah berserakan",Bandara Abd. Saleh,TD
687,"
Ini adalah Kali pertama saya datang ke Malang dan mengunakan peswat, untuk bandaranya adem, kecil dan mungil, fasilitas umumnya seperti Toilet Masih sedikit, kebersihan menurut saya cukup Bagus , walaupun ada beberapa pintu yg rusak.",Bandara Abd. Saleh,D
688,"
Tertata rapi & simple",Bandara Abd. Saleh,D
689,"
Bandara ini merupakan salah satu Bandara Internasional yang ada di Jawa Timur. Cukup bersih dan asri. Masih termasuk dalam lahan milik TNI AU bandara ini memiliki luasan yang tidak terlalu luas. Namun, di sekitar area bandara masih sangat asri dipenuhi kebun tebu dan jagung. Untuk penumpang yang datang ke Malang, tidak bisa memesan layanan taxi online,namun bisa menggunakan layanan Taxi Bandara.",Bandara Abd. Saleh,D
690,"
Alhamdulillah bandara kebanggaan orang Malang, pelayanan ramah",Bandara Abd. Saleh,D
691,"
Walaupun bandaranya kecil tapi nyaman.",Bandara Abd. Saleh,D
692,"
Fasilitas seperti toilet ruang tunggu cukup nyaman",Bandara Abd. Saleh,D
693,"
Bandara nyaman, namun Fasilitas Umum semisal Ojek dan Mobil Online tidak tersedia. Ini sudah selayaknya diperhatikan.",Bandara Abd. Saleh,TD
694,"
Bandar Udara Abdulrachman Saleh
Terletak di Jalan. Komodor Udara Abdul Rahman Saleh, Krajan, Bunut Wetan, Kecamatan. Pakis, Malang, Jawa Timur 65154 atau 17 km arah timur dari pusat Kota Malang.

Pada saat pandemi seperti ini pastikan kondisi tubuh sehat saat mau bepergian",Bandara Abd. Saleh,N
695,"
Lumayan bagus tapi sayangnya pembatasan/pelarangan Taxi online masuk ke Bandara",Bandara Abd. Saleh,TD
696,"
Sangat nyaman",Bandara Abd. Saleh,D
697,"
bersih",Bandara Abd. Saleh,D
698,"
Pengambilan bagasi cepat",Bandara Abd. Saleh,D
699,"
Rapi dan bersih, good job",Bandara Abd. Saleh,D
700,"
Pelayanan sangat ok, namun pada area kedatangan perlu di rehab lagi",Bandara Abd. Saleh,D
701,"
Ramah dan cepat pelayanannya",Terminal Arjosari,D
702,"
Sudah banyak perubahan, tampak lebih rapi dan bersih",Terminal Arjosari,D
703,"
Gak ada yg berubah dari 20 tahun yg lalu",Terminal Arjosari,TD
704,"
lumayan pusing jg awal"" nyari loketðŸ¤­",Terminal Arjosari,TD
705,"
bersih dan luas",Terminal Arjosari,D
706,"
Mantapp",Terminal Arjosari,D
707,"
memerlukan perawatan, ada banyak potensi keuangan yang bisa didapat",Terminal Arjosari,TD
708,"
Toiletnya benar2 tidak layak",Terminal Arjosari,TD
709,"
Nyaman",Terminal Arjosari,D
710,"
Lebih waspada terhadap barang bawaan",Terminal Arjosari,N
711,"
Terlihat kurang terawat",Terminal Arjosari,TD
712,"
Bagus",Terminal Arjosari,D
713,"
Terminal besar dan luas fasilitas perlu ditata lagi dan ditambah seperti ruang tunggu penumbang dengan berpendingin ac u/kenyamanan dan tenaga keamanan, disbun dan satpol PP senantiasa standby di lokasi",Terminal Arjosari,TD
714,"
Bagaimana ya, namanya terminal. Calo banyak, tempat tunggu remang2, tidak ada papan informasi trayek apapun",Terminal Arjosari,TD
715,"
Bagus",Terminal Arjosari,D
716,"
Parkir motornya nyaman. Bisnya lengkap.",Terminal Arjosari,D
717,"
membingungkan bagi yg pertama kali memakai moda bis dan masuk terminal ini...penumpang dibikin mbulet alurnya",Terminal Arjosari,TD
718,"
.mulai bersih",Terminal Arjosari,D
719,"
sepi",Terminal Arjosari,TD
720,"
Terminal rujukan jika mau pulkam",Terminal Arjosari,D
721,"
Oke",Terminal Arjosari,D
722,"
terminal yang ada di kota malang
bis ada jurusan antar kota dalam.propinsi
bis ada jurusan antar kota antar propinsi",Terminal Arjosari,N
723,"
Sepi tapi bersih, 24 jam",Terminal Arjosari,D
724,"
Public area yang luas, tempatnya lumayan bersih dan staff sangat membantu menginformasikan keberangkatan bus yang kita tuju. Toilet nya juga bersih dan terjaga dengan baik. Two thumbs up !",Terminal Arjosari,D
725,"
ok bolehlah Terminal Arjosari Malang. Sejauh ini masih bagus daripada Terminal di Kota lainnya",Terminal Arjosari,D
726,"
Bagus",Terminal Arjosari,D
727,"
Cukup bersih ... Orang orangnya cukup ramah,.banyak yang menawarkan taksi tetapi tidak memaksa.
Utk petugas tiketnya jg cukup baik dan ramah",Terminal Arjosari,D
728,"
Terminal induk kota Malang",Terminal Arjosari,N
729,"
Tempat nya ramai",Terminal Arjosari,D
730,"
Sepi...",Terminal Arjosari,N
731,"
Beberapa hari ini bolak balik sby-malang ada keperluan mendesak jd sering ke arjosari",Terminal Arjosari,N
732,"
Banyak pilihan rute bus antar daerah dan antar provinsi dan antar pulau",Terminal Arjosari,N
733,"
Terminal skg makin sepi,banyak kios yg tutup.",Terminal Arjosari,TD
734,"
seperti terminal pada umumnya,",Terminal Arjosari,N
735,"
Terminal antar kota dan antar provinsi yg ada di Malang",Terminal Arjosari,N
736,"
Ramai...",Terminal Arjosari,D
737,"
Keren...",Terminal Arjosari,D
738,"
Mulai ramai",Terminal Arjosari,D
739,"
Antrian bis lama",Terminal Arjosari,TD
740,"
Banyak toko oleh2 bisa sekalian belanja",Terminal Arjosari,D
741,"
Mencari nafkah",Terminal Arjosari,N
742,"
Perlu ditingkatkan kualitas kebersihan dan pelayanan serta keamanan di terminal Arjosari. Terimakasih",Terminal Arjosari,TD
743,"
Bersih,nyaman",Terminal Arjosari,D
744,"
Beberapa hari lalu sy berkunjung di sekitar terminal arjosari,tepatnya jl.panji....untuk mengantar sepeda ini",Terminal Arjosari,N
745,"
Terminal yang selalu ramai..
Lokasi parkir sangat luas, toilet lumayan bersih..
tersedia fasilitas beribadah..
pengaturan jurusan bis ckup mudah",Terminal Arjosari,D
746,"
Terminalnya cukup bersih, toilet banyak dan bersih, bus tujuan Jabodetabek mayoritas berangkat siang, tujuan Denpasar dan NTB berangkat sore, tujuan Jogja dan Jateng berangkat selepas maghrib, tujuan Surabaya hampir setiap jam ada. Jika bingung tanyalah orang sekitar, dijamin ramah-ramah. Senang berkunjung ke Malang.",Terminal Arjosari,D
747,"
Terminal ini sekarang berbeda dgn yg dulu. Mungkin krn imbas plandemi. Tp tetap hrs bangkit bagaimana cara supaya membangkitkan lagi supaya menjadi terminal yg seperti dulu. Cara pengelolaan mungkin yg difokuskan terlebih dulu",Terminal Arjosari,TD
748,"
Selalu kepagian",Terminal Arjosari,N
749,"
Mayannnn....",Terminal Arjosari,D
750,"
Sekarang baik patas maupun ekonomi ber ac semua",Terminal Arjosari,D
751,"
buka normal",Terminal Arjosari,N
752,"
Bis cepat, dan nyaman",Terminal Arjosari,D
753,"
Bagus",Terminal Arjosari,D
754,"
banyak preman",Terminal Arjosari,TD
755,"
Lumayan...
Krg rapi..
Krg bersih",Terminal Arjosari,TD
756,"
Sangat bagus
Saya dapat ilmu dari kota malang",Terminal Arjosari,D
757,"
Kurang maksimal pemakainnya",Terminal Arjosari,TD
758,"
Salah satu terminal pintu masuk kota Malang",Terminal Arjosari,N
759,"
Tempatnya strategis",Terminal Arjosari,D
760,"
Terminal malang pool Dari berbagai Tujuan lots",Terminal Arjosari,N
761,"
Yaa terminal nya lymayan bera8h",Terminal Arjosari,D
762,"
Bis surabaya buanyak",Terminal Arjosari,D
763,"
seru bnget",Terminal Arjosari,D
764,"
Wokeehhh",Terminal Arjosari,N
765,"
Lumayan padat dan teratur.. hanya kebersihan lingkungan yg ditingkatkan",Terminal Arjosari,TD
766,"
Masuk di terminal Arjosari ini ,mau naik ke bus jurusan nya harus naik ke atas lagi. Tidak terintegrasi dg baik , toilet nya juga masih kotor tidak bersih kurang terawat.",Terminal Arjosari,TD
767,"
Orangnya ramah*.tempatnya luas",Terminal Arjosari,D
768,"
Sering macet jalanya...",Terminal Arjosari,TD
769,"
Tempatnya bersih. Dan tempatnya tertata rapi semua",Terminal Arjosari,D
770,"
Sangat berguna untuk pemvelian partai atau ecer..harga bersainh",Terminal Arjosari,N
771,"
Masih termasuk dalam tahap pengembangan. Semoga kedepannya menjadi terminal bus yg lebih bersih dan tertata.",Terminal Arjosari,D
772,"
jos",Terminal Arjosari,D
773,"
Bagus",Terminal Arjosari,D
774,"
Mantab",Terminal Arjosari,D
775,"
Tempat luas dan nyaman ada tour guide nya",Terminal Arjosari,D
776,"
Pelayanan bagus n tertib",Terminal Arjosari,D
777,"
Ramai",Terminal Arjosari,D
778,"
Terminalnya bersih, toiletnya jorok",Terminal Arjosari,TD
779,"
Terminal Arjosari Malang. salah satu sarana transportasi dari & akan ke Malang. Fasilitas cukup lengkap akan tetapi utk toilet kurang dijaga kebersihannya",Terminal Arjosari,TD
780,"
Ini fasilitasnya udh lumayan lengkap. Ada kamar mandi, tempat ibadah, dan tempat transit busnya juga udh di tata rapi berdasarkan tujuan busnya.",Terminal Arjosari,D
781,"
Terminal kotor ,,dan gak teratur,",Terminal Arjosari,TD
782,"
Yg jls calon penumpang 99%
Risih dan sangat terganggu
Dengan para org"" yg suka berebut penumpang untuk tawarkan armada mereka....salah satunya saya",Terminal Arjosari,TD
783,"
Aman & bersih",Terminal Arjosari,D
784,"
Sdikit lebih rapih dibanding dulu",Terminal Arjosari,D
785,"
Waktu keberangkatan yang tepat & cepat.",Terminal Arjosari,D
786,"
Terminal Arjosari Malang 13.58, dari Blitar Jam 10.00",Terminal Arjosari,N
787,"
Bagus",Terminal Arjosari,D
788,"
Terminal Arjosari Malang adalah pindahan dari terminal Patimura yang letaknya dekat dengan stasiun kota baru Malang.",Terminal Arjosari,N
789,"
Kotor",Terminal Arjosari,TD
790,"
Bagus, tp kamar mandi jorok",Terminal Arjosari,TD
791,"
Cukup luas, dan fasilitas lumayan lengkap. Cuma untuk toilet fasilitas dari terminalnya kurang memadai.",Terminal Arjosari,TD
792,"
Sepi dan kurang tertib",Terminal Arjosari,TD
793,"
Masih amburadul",Terminal Arjosari,TD
794,"
Naik kereta api pasti nyaman dan melihat permandangan",Stasiun Malang Kotabaru,D
795,"
Lumayan bagus",Stasiun Malang Kotabaru,D
796,"
Tempatnya nyaman, fasilitas bgs",Stasiun Malang Kotabaru,D
797,"
Tempat luas, fasilitas komplit bisa langsung antigen di tempat dengan waktu yang tidak lama.",Stasiun Malang Kotabaru,D
798,"
Stasiunnya oke.. Banyak gerai makanan tradisional... Apalagi kalo lahan parkirnya luas ðŸ˜ðŸ˜âœŒï¸âœŒï¸",Stasiun Malang Kotabaru,D
799,"
Stasiun terbesar di malang raya. Menjadi penghubung malang dengan kota-kota di pulau jawa.",Stasiun Malang Kotabaru,D
800,"
Wastafel nya hanya 1 yg bisa di gunain, jd makin bikin antri cuma buat cuci tangan.",Stasiun Malang Kotabaru,TD
801,"
Bersih dan rapi",Stasiun Malang Kotabaru,D
802,"
Mau tanya nih...anak dibawah 12 thn apa sudah boleh naik kereta api?
Apa juga harus antigen kalau perjalanan lokal.
Terimakasih",Stasiun Malang Kotabaru,N
803,"
Stasiun Malang",Stasiun Malang Kotabaru,N
804,"
Salah satu stasiun terbesar dan teramai di Jawa Timur. Selain KA Jarak Dekat, banyak sekali perjalanan KA Jarak Jauh ke arah barat dari stasiun ini, baik melalui Blitar ataupun Surabaya.

Di sisi timur stasiun ini, baru saja dibangun gedung baru untuk mengurangi kepadatan di gedung lama.

Di kompleks stasiun ini, juga terdapat sejumlah kantor unit pendukung, seperti depo sarana dan UPT Crew",Stasiun Malang Kotabaru,N
805,"
Stasiun malang kota sekarang ada 2 pintu masuk/keluar yaitu bagian barat (lama) & timur (baru)

Pintu timur
+ baru
+ bersih
+ luas
+ ada eskalator
+ banyak stand jual makanan
+ toilet bersih
- agak muterin stasiun dulu

Pintu barat
+ lokasi lebih strategis
- bangunan lama, kurang terawat, kurang bersih, sempit
- pakai tangga lewat bawah tanah",Stasiun Malang Kotabaru,D
806,"
Keren stasiunnya n pelayanannya,dari petugas sampai poter ðŸ‘",Stasiun Malang Kotabaru,D
807,"
Sudah ada perbaikan,tempatnya bersih",Stasiun Malang Kotabaru,D
808,"
Betsih,nyaman, pelayanannya cepat,tepat,dan ramah",Stasiun Malang Kotabaru,D
809,"
Kangen naik kereta Suraba-Malang-Surabaya",Stasiun Malang Kotabaru,N
810,"
Stasiun aman n nyaman",Stasiun Malang Kotabaru,D
811,"
Tempatnya bersih petugasnya gercep, ramah dan kesan stasiun modern. Keretanya bersih. Bisa antigen pula di stasiun dengan harga 45 rb.",Stasiun Malang Kotabaru,D
812,"
Bagus bersih petugas ramah",Stasiun Malang Kotabaru,D
813,"
Ada escalator naik dan turun, ada juga tangga untuk turun, pintu keluar ada bagian barat dan bagian timur",Stasiun Malang Kotabaru,D
814,"
Tempatnya bersih, tempat tes antigen, kios oleh2 dan ngopi juga ada...tempat parkir lumayan luas",Stasiun Malang Kotabaru,D
815,"
Stasiunnya baguss, bersih, nyaman. Sekarang ada eskalatornya ðŸ¤£ðŸ¤£ dulu masih tangga lewat terowongan. Cuma tempat parkirnya yg masih sempit",Stasiun Malang Kotabaru,D
816,"
Bangunan stasiun Malang sekarang ada dua. Yang lama digunakan untuk Kereta api lokal dan bangunan baru untuk kereta api jarak jauh.",Stasiun Malang Kotabaru,N
817,"
kota Malang merupakan kota yang sangat nyaman..",Stasiun Malang Kotabaru,D
818,"
Megah",Stasiun Malang Kotabaru,D
819,"
Stasiun dengan vibes bandara",Stasiun Malang Kotabaru,D
820,"
Pesona malang terbaik",Stasiun Malang Kotabaru,D
821,"
Updatenya makin bagus karena tempat baru aja di renovasi di bangunan yg baru",Stasiun Malang Kotabaru,D
822,"
Eksotik dengan ragam budaya kota malang",Stasiun Malang Kotabaru,D
823,"
Nyaman disini ðŸ˜",Stasiun Malang Kotabaru,D
824,"
Perbaikan yang semakin baik",Stasiun Malang Kotabaru,D
825,"
Tempat yang baru terbuka dan lebih luas serta ruangtunggunya lebih banyak. Juga bisa rapid antigen di stasiun dengan jam buka 08.30-16.30",Stasiun Malang Kotabaru,D
826,"
Gedung Stasiun Baru",Stasiun Malang Kotabaru,D
827,"
Bersiiiih........top bngt",Stasiun Malang Kotabaru,D
828,"
Setelah lebih 20 tahun, akhirnya menginjakkan kaki lagi ke stasiun yang menghadap alun-alun Tugu Malang ini. Makin cantik, indah, dan bersih",Stasiun Malang Kotabaru,D
829,"
Stasiun Malang menurut saya bersih dan nyaman. Saat saya ke stasiunnya bulan Agustus ini, stasiun Malang relatif sepi.",Stasiun Malang Kotabaru,D
